Users,HealthStatus,JobType,ActivityType
5801,HEALTHY,Cleaning_Staff,Working
5802,HEALTHY,Others,Working
5803,HEALTHY,Others,Working
5804,COVID19,Others,Working
5805,HEALTHY,Others,Working
5806,COVID19,Others,Working
5807,HEALTHY,Others,Working
5808,HEALTHY,Others,Working
5809,HEALTHY,Others,Working
5810,HEALTHY,Others,Working
5811,COVID19,Others,Working
5812,HEALTHY,Others,Working
5813,COVID19,Others,Working
5814,HEALTHY,Others,Working
5815,HEALTHY,Others,Working
5816,COVID19,Others,Working
5817,HEALTHY,Others,Working
5818,COVID19,Others,Working
5819,HEALTHY,Others,Working
5820,COVID19,Others,Working
5821,HEALTHY,Others,Working
5822,HEALTHY,Others,Working
5823,HEALTHY,Others,Working
5824,HEALTHY,Others,Working
5825,COVID19,Others,Working
5826,COVID19,Others,Working
5827,HEALTHY,Others,Working
5828,HEALTHY,Others,Working
5829,HEALTHY,Others,Working
5830,HEALTHY,Others,Working
5831,COVID19,Others,Working
5832,COVID19,Others,Working
5833,HEALTHY,Others,Working
5834,COVID19,Others,Working
5835,COVID19,Others,Working
5836,HEALTHY,Others,Working
5837,COVID19,Others,Working
5838,COVID19,Others,Working
5839,HEALTHY,Others,Working
5840,HEALTHY,Cleaning_Staff,Working
5841,HEALTHY,Others,Working
5842,HEALTHY,Others,Working
5843,COVID19,Others,Working
5844,HEALTHY,Others,Working
5845,HEALTHY,Others,Working
5846,HEALTHY,Others,Working
5847,HEALTHY,Others,Working
5848,HEALTHY,Others,Working
5849,HEALTHY,Cleaning_Staff,Working
5850,HEALTHY,Others,Working
5851,HEALTHY,Others,Working
5852,COVID19,Others,Working
5853,HEALTHY,Cleaning_Staff,Working
5854,HEALTHY,Others,Working
5855,HEALTHY,Others,Working
5856,COVID19,Others,Working
5857,HEALTHY,Others,Working
5858,COVID19,Others,Working
5859,HEALTHY,Others,Working
5860,HEALTHY,Cleaning_Staff,Working
5861,COVID19,Others,Working
5862,HEALTHY,Others,Working
5863,HEALTHY,Others,Working
5864,HEALTHY,Others,Working
5865,HEALTHY,Cleaning_Staff,Working
5866,HEALTHY,Others,Working
5867,HEALTHY,Cleaning_Staff,Working
5868,HEALTHY,Others,Working
5869,HEALTHY,Cleaning_Staff,Working
5870,HEALTHY,Others,Working
5871,COVID19,Others,Working
5872,HEALTHY,Others,Working
5873,HEALTHY,Others,Working
5874,HEALTHY,Others,Working
5875,HEALTHY,Others,Working
5876,HEALTHY,Others,Working
5877,HEALTHY,Cleaning_Staff,Working
5878,HEALTHY,Cleaning_Staff,Working
5879,COVID19,Others,Working
5880,HEALTHY,Others,Working
5881,HEALTHY,Cleaning_Staff,Working
5882,HEALTHY,Others,Working
5883,HEALTHY,Others,Working
5884,HEALTHY,Others,Working
5885,HEALTHY,Others,Working
5886,HEALTHY,Others,Working
5887,COVID19,Others,Working
5888,COVID19,Others,Working
5889,HEALTHY,Others,Working
5890,HEALTHY,Others,Working
5891,COVID19,Others,Working
5892,HEALTHY,Others,Working
5893,HEALTHY,Others,Working
5894,HEALTHY,Others,Working
5895,COVID19,Others,Working
5896,HEALTHY,Others,Working
5897,HEALTHY,Cleaning_Staff,Working
5898,HEALTHY,Others,Working
5899,HEALTHY,Others,Working
5900,HEALTHY,Others,Working
5901,HEALTHY,Others,Working
5902,COVID19,Others,Working
5903,HEALTHY,Others,Working
5904,HEALTHY,Others,Working
5905,HEALTHY,Others,Working
5906,HEALTHY,Others,Working
5907,HEALTHY,Others,Working
5908,HEALTHY,Cleaning_Staff,Working
5909,HEALTHY,Others,Working
5910,COVID19,Others,Working
5911,COVID19,Others,Working
5912,HEALTHY,Others,Working
5913,HEALTHY,Others,Working
5914,HEALTHY,Others,Working
5915,HEALTHY,Others,Working
5916,HEALTHY,Others,Working
5917,HEALTHY,Cleaning_Staff,Working
5918,HEALTHY,Others,Working
5919,HEALTHY,Others,Working
5920,HEALTHY,Others,Working
5921,COVID19,Others,Working
5922,HEALTHY,Others,Working
5923,HEALTHY,Others,Working
5924,COVID19,Others,Working
5925,HEALTHY,Others,Working
5926,HEALTHY,Others,Working
5927,COVID19,Others,Working
5928,HEALTHY,Cleaning_Staff,Working
5929,HEALTHY,Others,Working
5930,HEALTHY,Others,Working
5931,HEALTHY,Others,Working
5932,HEALTHY,Others,Working
5933,COVID19,Others,Working
5934,HEALTHY,Others,Working
5935,HEALTHY,Others,Working
5936,HEALTHY,Cleaning_Staff,Working
5937,COVID19,Others,Working
5938,HEALTHY,Others,Working
5939,COVID19,Others,Working
5940,HEALTHY,Others,Working
5941,COVID19,Others,Working
5942,HEALTHY,Cleaning_Staff,Working
5943,HEALTHY,Others,Working
5944,HEALTHY,Others,Working
5945,HEALTHY,Others,Working
5946,HEALTHY,Others,Working
5947,HEALTHY,Others,Working
5948,HEALTHY,Others,Working
5949,HEALTHY,Others,Working
5950,HEALTHY,Others,Working
5951,COVID19,Others,Working
5952,HEALTHY,Others,Working
5953,HEALTHY,Others,Working
5954,HEALTHY,Cleaning_Staff,Working
5955,HEALTHY,Others,Working
5956,HEALTHY,Others,Working
5957,HEALTHY,Others,Working
5958,HEALTHY,Others,Working
5959,HEALTHY,Others,Working
5960,HEALTHY,Others,Working
5961,HEALTHY,Others,Working
5962,HEALTHY,Others,Working
5963,HEALTHY,Others,Working
5964,HEALTHY,Cleaning_Staff,Working
5965,HEALTHY,Others,Working
5966,HEALTHY,Others,Working
5967,HEALTHY,Others,Working
5968,HEALTHY,Others,Working
5969,HEALTHY,Others,Working
5970,HEALTHY,Others,Working
5971,HEALTHY,Others,Working
5972,COVID19,Others,Working
5973,HEALTHY,Others,Working
5974,HEALTHY,Others,Working
5975,HEALTHY,Others,Working
5976,COVID19,Others,Working
5977,HEALTHY,Others,Working
5978,HEALTHY,Others,Working
5979,HEALTHY,Others,Working
5980,HEALTHY,Others,Working
5981,HEALTHY,Others,Working
5982,HEALTHY,Others,Working
5983,COVID19,Others,Working
5984,HEALTHY,Others,Working
5985,HEALTHY,Others,Working
5986,COVID19,Others,Working
5987,HEALTHY,Others,Working
5988,COVID19,Others,Working
5989,HEALTHY,Others,Working
5990,HEALTHY,Others,Working
5991,COVID19,Others,Working
5992,HEALTHY,Others,Working
5993,COVID19,Others,Working
5994,HEALTHY,Others,Working
5995,COVID19,Others,Working
5996,COVID19,Others,Working
5997,HEALTHY,Others,Working
5998,COVID19,Others,Working
5999,COVID19,Others,Working
6000,COVID19,Others,Working
6001,COVID19,Others,Working
6002,HEALTHY,Others,Working
6003,HEALTHY,Others,Working
6004,HEALTHY,Others,Working
6005,HEALTHY,Cleaning_Staff,Working
6006,HEALTHY,Others,Working
6007,COVID19,Others,Working
6008,HEALTHY,Others,Working
6009,COVID19,Others,Working
6010,HEALTHY,Others,Working
6011,HEALTHY,Others,Working
6012,HEALTHY,Others,Working
6013,HEALTHY,Others,Working
6014,HEALTHY,Others,Working
6015,HEALTHY,Others,Working
6016,HEALTHY,Others,Working
6017,COVID19,Others,Working
6018,HEALTHY,Others,Working
6019,HEALTHY,Others,Working
6020,HEALTHY,Others,Working
6021,HEALTHY,Others,Working
6022,HEALTHY,Others,Working
6023,HEALTHY,Others,Working
6024,HEALTHY,Others,Working
6025,HEALTHY,Others,Working
6026,HEALTHY,Others,Working
6027,HEALTHY,Others,Working
6028,HEALTHY,Others,Working
6029,HEALTHY,Others,Working
6030,HEALTHY,Cleaning_Staff,Working
6031,HEALTHY,Others,Working
6032,COVID19,Others,Working
6033,HEALTHY,Others,Working
6034,COVID19,Others,Working
6035,HEALTHY,Others,Working
6036,HEALTHY,Others,Working
6037,HEALTHY,Others,Working
6038,HEALTHY,Others,Working
6039,HEALTHY,Others,Working
6040,HEALTHY,Others,Working
6041,HEALTHY,Others,Working
6042,COVID19,Others,Working
6043,COVID19,Others,Working
6044,HEALTHY,Others,Working
6045,HEALTHY,Others,Working
6046,HEALTHY,Others,Working
6047,HEALTHY,Cleaning_Staff,Working
6048,HEALTHY,Others,Working
6049,HEALTHY,Others,Working
6050,HEALTHY,Others,Working
6051,COVID19,Others,Working
6052,COVID19,Others,Working
6053,HEALTHY,Others,Working
6054,COVID19,Others,Working
6055,HEALTHY,Others,Working
6056,HEALTHY,Others,Working
6057,HEALTHY,Others,Working
6058,HEALTHY,Others,Working
6059,HEALTHY,Others,Working
6060,HEALTHY,Others,Working
6061,HEALTHY,Others,Working
6062,COVID19,Others,Working
6063,COVID19,Others,Working
6064,COVID19,Others,Working
6065,HEALTHY,Others,Working
6066,HEALTHY,Others,Working
6067,COVID19,Others,Working
6068,COVID19,Others,Working
6069,COVID19,Others,Working
6070,HEALTHY,Cleaning_Staff,Working
6071,HEALTHY,Others,Working
6072,HEALTHY,Others,Working
6073,HEALTHY,Others,Working
6074,HEALTHY,Others,Working
6075,HEALTHY,Others,Working
6076,HEALTHY,Others,Working
6077,HEALTHY,Others,Working
6078,HEALTHY,Cleaning_Staff,Working
6079,HEALTHY,Others,Working
6080,COVID19,Others,Working
6081,HEALTHY,Others,Working
6082,HEALTHY,Others,Working
6083,HEALTHY,Others,Working
6084,HEALTHY,Others,Working
6085,COVID19,Others,Working
6086,HEALTHY,Others,Working
6087,HEALTHY,Cleaning_Staff,Working
6088,COVID19,Others,Working
6089,HEALTHY,Others,Working
6090,HEALTHY,Others,Working
6091,HEALTHY,Others,Working
6092,COVID19,Others,Working
6093,HEALTHY,Others,Working
6094,HEALTHY,Others,Working
6095,HEALTHY,Others,Working
6096,HEALTHY,Others,Working
6097,HEALTHY,Others,Working
6098,HEALTHY,Others,Working
6099,HEALTHY,Others,Working
6100,HEALTHY,Others,Working
6101,HEALTHY,Others,Working
6102,HEALTHY,Others,Working
6103,HEALTHY,Others,Working
6104,HEALTHY,Others,Working
6105,HEALTHY,Others,Working
6106,COVID19,Others,Working
6107,HEALTHY,Others,Working
6108,HEALTHY,Others,Working
6109,HEALTHY,Others,Working
6110,HEALTHY,Others,Working
6111,HEALTHY,Others,Working
6112,HEALTHY,Others,Working
6113,HEALTHY,Others,Working
6114,COVID19,Others,Working
6115,HEALTHY,Others,Working
6116,HEALTHY,Others,Working
6117,HEALTHY,Others,Working
6118,HEALTHY,Others,Working
6119,HEALTHY,Others,Working
6120,HEALTHY,Others,Working
6121,COVID19,Others,Working
6122,HEALTHY,Others,Working
6123,HEALTHY,Others,Working
6124,HEALTHY,Others,Working
6125,HEALTHY,Others,Working
6126,HEALTHY,Others,Working
6127,COVID19,Others,Working
6128,HEALTHY,Others,Working
6129,HEALTHY,Others,Working
6130,HEALTHY,Others,Working
6131,HEALTHY,Others,Working
6132,HEALTHY,Others,Working
6133,HEALTHY,Others,Working
6134,HEALTHY,Others,Working
6135,HEALTHY,Others,Working
6136,COVID19,Others,Working
6137,HEALTHY,Others,Working
6138,HEALTHY,Others,Working
6139,HEALTHY,Others,Working
6140,HEALTHY,Others,Working
6141,HEALTHY,Others,Working
6142,HEALTHY,Others,Working
6143,HEALTHY,Others,Working
6144,HEALTHY,Others,Working
6145,HEALTHY,Others,Working
6146,HEALTHY,Others,Working
6147,HEALTHY,Others,Working
6148,HEALTHY,Cleaning_Staff,Working
6149,HEALTHY,Others,Working
6150,HEALTHY,Others,Working
6151,COVID19,Others,Working
6152,HEALTHY,Others,Working
6153,HEALTHY,Others,Working
6154,HEALTHY,Others,Working
6155,HEALTHY,Others,Working
6156,HEALTHY,Others,Working
6157,COVID19,Others,Working
6158,HEALTHY,Others,Working
6159,HEALTHY,Others,Working
6160,HEALTHY,Others,Working
6161,HEALTHY,Others,Working
6162,HEALTHY,Others,Working
6163,HEALTHY,Others,Working
6164,HEALTHY,Others,Working
6165,HEALTHY,Others,Working
6166,HEALTHY,Others,Working
6167,COVID19,Others,Working
6168,HEALTHY,Others,Working
6169,HEALTHY,Others,Working
6170,HEALTHY,Others,Working
6171,COVID19,Others,Working
6172,HEALTHY,Others,Working
6173,HEALTHY,Cleaning_Staff,Working
6174,HEALTHY,Others,Working
6175,HEALTHY,Others,Working
6176,HEALTHY,Others,Working
6177,COVID19,Others,Working
6178,HEALTHY,Others,Working
6179,COVID19,Others,Working
6180,HEALTHY,Others,Working
6181,HEALTHY,Cleaning_Staff,Working
6182,HEALTHY,Others,Working
6183,HEALTHY,Others,Working
6184,HEALTHY,Others,Working
6185,HEALTHY,Others,Working
6186,HEALTHY,Others,Working
6187,HEALTHY,Others,Working
6188,HEALTHY,Others,Working
6189,HEALTHY,Others,Working
6190,HEALTHY,Cleaning_Staff,Working
6191,HEALTHY,Others,Working
6192,HEALTHY,Others,Working
6193,HEALTHY,Others,Working
6194,HEALTHY,Others,Working
6195,HEALTHY,Others,Working
6196,HEALTHY,Others,Working
6197,HEALTHY,Others,Working
6198,COVID19,Others,Working
6199,HEALTHY,Cleaning_Staff,Working
6200,COVID19,Others,Working
6201,HEALTHY,Cleaning_Staff,Working
6202,COVID19,Others,Working
6203,HEALTHY,Others,Working
6204,HEALTHY,Others,Working
6205,HEALTHY,Others,Working
6206,COVID19,Others,Working
6207,COVID19,Others,Working
6208,HEALTHY,Cleaning_Staff,Working
6209,HEALTHY,Others,Working
6210,COVID19,Others,Working
6211,HEALTHY,Others,Working
6212,COVID19,Others,Working
6213,HEALTHY,Others,Working
6214,COVID19,Others,Working
6215,HEALTHY,Others,Working
6216,COVID19,Others,Working
6217,COVID19,Others,Working
6218,HEALTHY,Others,Working
6219,HEALTHY,Others,Working
6220,HEALTHY,Cleaning_Staff,Working
6221,HEALTHY,Others,Working
6222,HEALTHY,Others,Working
6223,HEALTHY,Others,Working
6224,COVID19,Others,Working
6225,HEALTHY,Others,Working
6226,HEALTHY,Others,Working
6227,HEALTHY,Others,Working
6228,COVID19,Others,Working
6229,HEALTHY,Others,Working
6230,HEALTHY,Others,Working
6231,HEALTHY,Others,Working
6232,HEALTHY,Others,Working
6233,COVID19,Others,Working
6234,HEALTHY,Others,Working
6235,HEALTHY,Others,Working
6236,HEALTHY,Others,Working
6237,HEALTHY,Others,Working
6238,HEALTHY,Cleaning_Staff,Working
6239,HEALTHY,Others,Working
6240,HEALTHY,Others,Working
6241,HEALTHY,Others,Working
6242,HEALTHY,Others,Working
6243,HEALTHY,Others,Working
6244,HEALTHY,Others,Working
6245,HEALTHY,Others,Working
6246,HEALTHY,Others,Working
6247,HEALTHY,Others,Working
6248,HEALTHY,Others,Working
6249,HEALTHY,Others,Working
6250,HEALTHY,Others,Working
6251,HEALTHY,Others,Working
6252,HEALTHY,Others,Working
6253,HEALTHY,Others,Working
6254,HEALTHY,Others,Working
6255,COVID19,Others,Working
6256,HEALTHY,Cleaning_Staff,Working
6257,HEALTHY,Others,Working
6258,HEALTHY,Others,Working
6259,HEALTHY,Cleaning_Staff,Working
6260,HEALTHY,Others,Working
6261,HEALTHY,Others,Working
6262,HEALTHY,Others,Working
6263,HEALTHY,Others,Working
6264,HEALTHY,Others,Working
6265,HEALTHY,Cleaning_Staff,Working
6266,HEALTHY,Others,Working
6267,HEALTHY,Others,Working
6268,HEALTHY,Others,Working
6269,HEALTHY,Others,Working
6270,COVID19,Others,Working
6271,COVID19,Others,Working
6272,HEALTHY,Others,Working
6273,HEALTHY,Others,Working
6274,HEALTHY,Others,Working
6275,HEALTHY,Others,Working
6276,HEALTHY,Cleaning_Staff,Working
6277,HEALTHY,Others,Working
6278,HEALTHY,Others,Working
6279,HEALTHY,Others,Working
6280,HEALTHY,Others,Working
6281,HEALTHY,Others,Working
6282,COVID19,Others,Working
6283,HEALTHY,Others,Working
6284,HEALTHY,Others,Working
6285,HEALTHY,Others,Working
6286,HEALTHY,Others,Working
6287,HEALTHY,Others,Working
6288,HEALTHY,Others,Working
6289,HEALTHY,Others,Working
6290,COVID19,Others,Working
6291,HEALTHY,Others,Working
6292,HEALTHY,Others,Working
6293,HEALTHY,Others,Working
6294,HEALTHY,Others,Working
6295,HEALTHY,Others,Working
6296,HEALTHY,Others,Working
6297,HEALTHY,Others,Working
6298,HEALTHY,Others,Working
6299,COVID19,Others,Working
6300,COVID19,Others,Working
6301,HEALTHY,Others,Working
6302,HEALTHY,Others,Working
6303,HEALTHY,Others,Working
6304,HEALTHY,Others,Working
6305,HEALTHY,Others,Working
6306,HEALTHY,Others,Working
6307,HEALTHY,Others,Working
6308,HEALTHY,Others,Working
6309,HEALTHY,Cleaning_Staff,Working
6310,HEALTHY,Others,Working
6311,COVID19,Others,Working
6312,HEALTHY,Others,Working
6313,HEALTHY,Others,Working
6314,COVID19,Others,Working
6315,HEALTHY,Others,Working
6316,HEALTHY,Others,Working
6317,HEALTHY,Others,Working
6318,HEALTHY,Others,Working
6319,COVID19,Others,Working
6320,HEALTHY,Others,Working
6321,COVID19,Others,Working
6322,HEALTHY,Others,Working
6323,HEALTHY,Others,Working
6324,COVID19,Others,Working
6325,HEALTHY,Others,Working
6326,HEALTHY,Others,Working
6327,HEALTHY,Others,Working
6328,HEALTHY,Others,Working
6329,HEALTHY,Others,Working
6330,COVID19,Others,Working
6331,HEALTHY,Others,Working
6332,HEALTHY,Others,Working
6333,HEALTHY,Others,Working
6334,COVID19,Others,Working
6335,HEALTHY,Others,Working
6336,HEALTHY,Cleaning_Staff,Working
6337,HEALTHY,Others,Working
6338,HEALTHY,Others,Working
6339,HEALTHY,Others,Working
6340,HEALTHY,Others,Working
6341,HEALTHY,Cleaning_Staff,Working
6342,COVID19,Others,Working
6343,HEALTHY,Cleaning_Staff,Working
6344,HEALTHY,Others,Working
6345,HEALTHY,Others,Working
6346,HEALTHY,Others,Working
6347,HEALTHY,Others,Working
6348,HEALTHY,Others,Working
6349,HEALTHY,Cleaning_Staff,Working
6350,COVID19,Others,Working
6351,HEALTHY,Others,Working
6352,COVID19,Others,Working
6353,HEALTHY,Cleaning_Staff,Working
6354,HEALTHY,Others,Working
6355,COVID19,Others,Working
6356,HEALTHY,Others,Working
6357,HEALTHY,Others,Working
6358,HEALTHY,Others,Working
6359,HEALTHY,Others,Working
6360,COVID19,Others,Working
6361,HEALTHY,Others,Working
6362,HEALTHY,Others,Working
6363,HEALTHY,Others,Working
6364,HEALTHY,Others,Working
6365,HEALTHY,Others,Working
6366,HEALTHY,Others,Working
6367,HEALTHY,Others,Working
6368,HEALTHY,Others,Working
6369,HEALTHY,Others,Working
6370,HEALTHY,Cleaning_Staff,Working
6371,HEALTHY,Others,Working
6372,HEALTHY,Others,Working
6373,COVID19,Others,Working
6374,HEALTHY,Cleaning_Staff,Working
6375,HEALTHY,Others,Working
6376,HEALTHY,Others,Working
6377,COVID19,Others,Working
6378,HEALTHY,Others,Working
6379,HEALTHY,Others,Working
6380,HEALTHY,Others,Working
6381,HEALTHY,Others,Working
6382,COVID19,Others,Working
6383,HEALTHY,Others,Working
6384,HEALTHY,Others,Working
6385,HEALTHY,Others,Working
6386,HEALTHY,Others,Working
6387,COVID19,Others,Working
6388,COVID19,Others,Working
6389,COVID19,Others,Working
6390,HEALTHY,Others,Working
6391,HEALTHY,Others,Working
6392,COVID19,Others,Working
6393,HEALTHY,Others,Working
6394,HEALTHY,Others,Working
6395,HEALTHY,Others,Working
6396,HEALTHY,Others,Working
6397,HEALTHY,Others,Working
6398,HEALTHY,Others,Working
6399,HEALTHY,Others,Working
6400,HEALTHY,Others,Working
6401,HEALTHY,Others,Working
6402,HEALTHY,Others,Working
6403,HEALTHY,Others,Working
6404,HEALTHY,Others,Working
6405,HEALTHY,Others,Working
6406,HEALTHY,Others,Working
6407,HEALTHY,Others,Working
6408,HEALTHY,Others,Working
6409,HEALTHY,Others,Working
6410,HEALTHY,Others,Working
6411,HEALTHY,Others,Working
6412,HEALTHY,Others,Working
6413,HEALTHY,Others,Working
6414,HEALTHY,Others,Working
6415,HEALTHY,Others,Working
6416,HEALTHY,Cleaning_Staff,Working
6417,HEALTHY,Cleaning_Staff,Working
6418,HEALTHY,Others,Working
6419,COVID19,Others,Working
6420,HEALTHY,Cleaning_Staff,Working
6421,HEALTHY,Others,Working
6422,HEALTHY,Cleaning_Staff,Working
6423,HEALTHY,Others,Working
6424,HEALTHY,Others,Working
6425,COVID19,Others,Working
6426,HEALTHY,Others,Working
6427,HEALTHY,Others,Working
6428,COVID19,Others,Working
6429,HEALTHY,Others,Working
6430,HEALTHY,Others,Working
6431,HEALTHY,Others,Working
6432,HEALTHY,Others,Working
6433,HEALTHY,Others,Working
6434,COVID19,Others,Working
6435,COVID19,Others,Working
6436,COVID19,Others,Working
6437,HEALTHY,Others,Working
6438,COVID19,Others,Working
6439,HEALTHY,Cleaning_Staff,Working
6440,HEALTHY,Others,Working
6441,HEALTHY,Others,Working
6442,HEALTHY,Others,Working
6443,HEALTHY,Others,Working
6444,HEALTHY,Others,Working
6445,HEALTHY,Others,Working
6446,HEALTHY,Others,Working
6447,HEALTHY,Cleaning_Staff,Working
6448,COVID19,Others,Working
6449,HEALTHY,Others,Working
6450,HEALTHY,Others,Working
6451,HEALTHY,Others,Working
6452,COVID19,Others,Working
6453,HEALTHY,Others,Working
6454,HEALTHY,Others,Working
6455,HEALTHY,Others,Working
6456,HEALTHY,Others,Working
6457,HEALTHY,Others,Working
6458,HEALTHY,Others,Working
6459,HEALTHY,Others,Working
6460,HEALTHY,Cleaning_Staff,Working
6461,HEALTHY,Others,Working
6462,HEALTHY,Others,Working
6463,COVID19,Others,Working
6464,HEALTHY,Others,Working
6465,COVID19,Others,Working
6466,HEALTHY,Cleaning_Staff,Working
6467,HEALTHY,Cleaning_Staff,Working
6468,HEALTHY,Others,Working
6469,HEALTHY,Cleaning_Staff,Working
6470,COVID19,Others,Working
6471,HEALTHY,Cleaning_Staff,Working
6472,HEALTHY,Others,Working
6473,HEALTHY,Others,Working
6474,HEALTHY,Others,Working
6475,HEALTHY,Others,Working
6476,HEALTHY,Others,Working
6477,HEALTHY,Others,Working
6478,HEALTHY,Others,Working
6479,HEALTHY,Others,Working
6480,HEALTHY,Others,Working
6481,COVID19,Others,Working
6482,HEALTHY,Others,Working
6483,HEALTHY,Others,Working
6484,HEALTHY,Others,Working
6485,HEALTHY,Others,Working
6486,HEALTHY,Others,Working
6487,HEALTHY,Cleaning_Staff,Working
6488,HEALTHY,Cleaning_Staff,Working
6489,HEALTHY,Others,Working
6490,HEALTHY,Others,Working
6491,HEALTHY,Others,Working
6492,HEALTHY,Others,Working
6493,HEALTHY,Others,Working
6494,HEALTHY,Others,Working
6495,HEALTHY,Others,Working
6496,COVID19,Others,Working
6497,HEALTHY,Cleaning_Staff,Working
6498,HEALTHY,Others,Working
6499,COVID19,Others,Working
6500,HEALTHY,Others,Working
6501,HEALTHY,Others,Working
6502,HEALTHY,Others,Working
6503,HEALTHY,Others,Working
6504,HEALTHY,Others,Working
6505,COVID19,Others,Working
6506,HEALTHY,Others,Working
6507,HEALTHY,Others,Working
6508,HEALTHY,Others,Working
6509,COVID19,Others,Working
6510,HEALTHY,Others,Working
6511,HEALTHY,Others,Working
6512,HEALTHY,Others,Working
6513,HEALTHY,Others,Working
